state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Nevada,F,Bachelor,3964.0,60817.0,103.0,1.0,Personal Auto,Four-Door Car,494.4
Nevada,M,Bachelor,10901.0,72257.0,90.0,0.0,Personal Auto,Four-Door Car,408.415481
California,M,Doctor,16304.0,90008.0,137.0,0.0,Personal Auto,SUV,406.986034
Nevada,F,High School or Below,2619.0,93987.0,65.0,0.0,Personal Auto,Two-Door Car,251.321448
Oregon,F,High School or Below,14024.0,81872.0,115.0,0.0,Personal Auto,Four-Door Car,256.43803
Nevada,F,Bachelor,24320.0,60221.0,67.0,0.0,Personal Auto,Four-Door Car,238.561687
Arizona,F,Bachelor,24249.0,33651.0,69.0,1.0,Personal Auto,Four-Door Car,328.65413
California,F,College,20864.0,0.0,61.0,0.0,Special Auto,Four-Door Car,216.08671
Oregon,M,High School or Below,8823.0,75741.0,109.0,0.0,Corporate Auto,SUV,217.188864
Arizona,M,Master,7610.0,38086.0,96.0,0.0,Personal Auto,Two-Door Car,243.237741
California,F,High School or Below,7486.0,38725.0,64.0,0.0,Corporate Auto,Two-Door Car,307.2
Nevada,M,High School or Below,8763.0,20132.0,86.0,3.0,Corporate Auto,Four-Door Car,412.8
Arizona,M,Master,27386.0,0.0,105.0,0.0,Personal Auto,Sports Car,451.13986
Oregon,M,High School or Below,11121.0,44299.0,106.0,5.0,Personal Auto,SUV,754.260616
Arizona,M,High School or Below,5657.0,98917.0,139.0,0.0,Corporate Auto,Sports Car,336.612234
California,F,College,18938.0,91535.0,67.0,1.0,Personal Auto,Four-Door Car,126.634634
Washington,F,College,13865.0,53484.0,70.0,0.0,Corporate Auto,Two-Door Car,333.051529
Oregon,M,Doctor,8188.0,45318.0,103.0,0.0,Personal Auto,SUV,494.4
Oregon,F,Bachelor,5626.0,46897.0,70.0,0.0,Personal Auto,Four-Door Car,344.377218
Arizona,F,Master,3208.0,40135.0,80.0,0.0,Personal Auto,Four-Door Car,78.008093
Arizona,M,College,5282.0,38606.0,68.0,0.0,Personal Auto,Four-Door Car,413.288851
Oregon,F,Bachelor,8696.0,56550.0,73.0,3.0,Corporate Auto,Four-Door Car,162.775889
Oregon,F,College,5259.0,61146.0,65.0,0.0,Personal Auto,Four-Door Car,273.018929
Nevada,M,High School or Below,7854.0,36409.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Arizona,F,Bachelor,6438.0,90035.0,80.0,0.0,Personal Auto,Four-Door Car,141.628547
California,F,Bachelor,11633.0,39669.0,98.0,0.0,Personal Auto,Two-Door Car,492.935479
Arizona,F,Master,2442.0,57963.0,61.0,0.0,Personal Auto,Four-Door Car,42.160829
Washington,F,High School or Below,14024.0,81872.0,115.0,0.0,Personal Auto,Four-Door Car,256.43803
California,F,High School or Below,2491.0,25965.0,65.0,0.0,Personal Auto,Four-Door Car,329.206567
Arizona,F,High School or Below,3410.0,59662.0,85.0,0.0,Personal Auto,Four-Door Car,10.168824
Nevada,M,College,3842.0,27906.0,102.0,0.0,Personal Auto,Four-Door Car,489.6
Oregon,F,High School or Below,3339.0,51032.0,83.0,0.0,Personal Auto,Four-Door Car,349.954886
Arizona,F,Bachelor,5358.0,83771.0,133.0,0.0,Personal Auto,Sports Car,482.328161
Oregon,F,Bachelor,9268.0,57052.0,115.0,1.0,Corporate Auto,SUV,483.62724
California,M,Master,4200.0,51510.0,106.0,0.0,Personal Auto,Four-Door Car,688.547375
Oregon,F,College,4829.0,34819.0,61.0,0.0,Corporate Auto,Four-Door Car,185.898327
California,F,Bachelor,14244.0,31189.0,122.0,0.0,Personal Auto,Sports Car,585.6
California,F,College,4095.0,32180.0,103.0,0.0,Special Auto,Sports Car,558.835255
California,M,Bachelor,33718.0,27500.0,114.0,0.0,Corporate Auto,SUV,472.280461
California,F,College,7540.0,67018.0,94.0,0.0,Personal Auto,Four-Door Car,104.427573
Arizona,M,Bachelor,2821.0,0.0,77.0,0.0,Corporate Auto,Two-Door Car,436.369797
Oregon,F,College,36695.0,0.0,199.0,0.0,Personal Auto,Luxury SUV,1062.090461
California,F,Bachelor,19731.0,33588.0,62.0,0.0,Corporate Auto,Four-Door Car,419.921897
Oregon,M,Doctor,6685.0,56270.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
Arizona,M,College,8408.0,82800.0,70.0,0.0,Corporate Auto,Four-Door Car,442.194796
Arizona,F,College,7371.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,425.137341
Oregon,M,High School or Below,4742.0,63891.0,119.0,0.0,Corporate Auto,Two-Door Car,7.651121
Washington,F,Master,15865.0,43946.0,133.0,0.0,Corporate Auto,Sports Car,415.98615
Washington,M,Bachelor,5396.0,62039.0,68.0,1.0,Personal Auto,Four-Door Car,265.877583
Oregon,M,College,4330.0,60475.0,107.0,0.0,Personal Auto,Four-Door Car,513.6
Nevada,F,High School or Below,5708.0,70279.0,71.0,0.0,Special Auto,Four-Door Car,331.231484
Oregon,F,High School or Below,3500.0,0.0,93.0,0.0,Personal Auto,Two-Door Car,446.4
Oregon,F,High School or Below,3919.0,66676.0,97.0,0.0,Personal Auto,Four-Door Car,558.099357
Arizona,M,High School or Below,2910.0,12048.0,77.0,0.0,Corporate Auto,Four-Door Car,369.6
Arizona,F,College,4827.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
Arizona,F,College,4811.0,0.0,68.0,0.0,Personal Auto,Two-Door Car,619.07199
California,F,Master,7834.0,36094.0,99.0,1.0,Personal Auto,Two-Door Car,456.50357
Arizona,M,Bachelor,14666.0,0.0,61.0,0.0,Corporate Auto,Four-Door Car,439.2
Washington,F,College,7199.0,63328.0,89.0,0.0,Personal Auto,Two-Door Car,427.2
Nevada,M,High School or Below,3914.0,0.0,112.0,0.0,Corporate Auto,Sports Car,587.861936
Washington,F,High School or Below,9470.0,36121.0,118.0,0.0,Personal Auto,Four-Door Car,1107.145019
California,M,Master,5479.0,56005.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
Arizona,F,High School or Below,2488.0,48597.0,71.0,5.0,Corporate Auto,Four-Door Car,305.697525
California,F,High School or Below,5886.0,0.0,81.0,0.0,Personal Auto,Four-Door Car,583.2
Oregon,F,College,8406.0,42540.0,70.0,0.0,Personal Auto,Four-Door Car,43.548973
California,M,College,8685.0,87544.0,109.0,1.0,Corporate Auto,SUV,523.2
Nevada,M,High School or Below,25030.0,26292.0,80.0,2.0,Personal Auto,Two-Door Car,384.0
California,F,High School or Below,17822.0,42696.0,228.0,0.0,Personal Auto,Luxury Car,1273.741085
Nevada,M,College,2798.0,88009.0,71.0,0.0,Corporate Auto,Two-Door Car,266.52482
Washington,M,College,3288.0,0.0,97.0,0.0,Personal Auto,Four-Door Car,1026.315988
Washington,F,College,2004.0,0.0,66.0,4.0,Corporate Auto,Four-Door Car,316.8
Oregon,F,Master,13736.0,16181.0,181.0,0.0,Personal Auto,SUV,1261.319869
Oregon,M,College,4411.0,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
Arizona,F,Bachelor,5392.0,75438.0,136.0,0.0,Personal Auto,SUV,438.480672
Oregon,F,High School or Below,2561.0,0.0,73.0,0.0,Corporate Auto,Two-Door Car,842.87608
Oregon,M,Bachelor,6057.0,27681.0,83.0,0.0,Corporate Auto,Two-Door Car,398.4
Arizona,F,Bachelor,22256.0,23444.0,196.0,0.0,Corporate Auto,SUV,940.8
Washington,F,Master,2693.0,63684.0,68.0,0.0,Personal Auto,Two-Door Car,343.889585
Oregon,F,College,4296.0,61737.0,107.0,0.0,Personal Auto,Sports Car,495.670802
California,M,High School or Below,11624.0,0.0,113.0,0.0,Personal Auto,Four-Door Car,813.6
Oregon,M,Bachelor,8749.0,52373.0,111.0,0.0,Personal Auto,Four-Door Car,186.160527
Oregon,M,Bachelor,3155.0,58213.0,79.0,0.0,Personal Auto,Four-Door Car,39.714767
California,M,High School or Below,3317.0,74142.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
Nevada,F,High School or Below,7821.0,0.0,109.0,0.0,Personal Auto,Four-Door Car,784.8
Washington,M,College,4240.0,49746.0,111.0,3.0,Corporate Auto,Four-Door Car,589.298521
California,F,High School or Below,8992.0,0.0,129.0,0.0,Personal Auto,SUV,1059.572464
Oregon,M,Bachelor,7304.0,0.0,104.0,0.0,Personal Auto,Four-Door Car,499.2
Arizona,F,Bachelor,5217.0,39854.0,66.0,0.0,Personal Auto,Two-Door Car,261.930545
Nevada,F,Master,2725.0,36650.0,69.0,1.0,Corporate Auto,Four-Door Car,56.60333
California,F,High School or Below,18569.0,32756.0,93.0,0.0,Personal Auto,Two-Door Car,381.118731
Nevada,M,College,9985.0,36268.0,86.0,1.0,Personal Auto,Four-Door Car,531.164627
Oregon,F,Bachelor,8257.0,23815.0,73.0,0.0,Personal Auto,Four-Door Car,424.330166
Arizona,F,College,8002.0,0.0,107.0,0.0,Corporate Auto,SUV,513.6
Nevada,M,High School or Below,5897.0,39188.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
Nevada,M,College,4686.0,58089.0,118.0,0.0,Personal Auto,SUV,566.4
Oregon,F,High School or Below,5943.0,62120.0,74.0,0.0,Corporate Auto,Four-Door Car,28.31732
Oregon,F,High School or Below,2648.0,26540.0,69.0,0.0,Personal Auto,Four-Door Car,378.432035
California,M,College,4650.0,28215.0,65.0,0.0,Personal Auto,Two-Door Car,468.0
Nevada,F,Doctor,44856.0,61675.0,123.0,0.0,Corporate Auto,SUV,482.550044
California,M,Master,26570.0,0.0,100.0,0.0,Personal Auto,Sports Car,480.0
Nevada,F,College,2951.0,69600.0,74.0,0.0,Personal Auto,Four-Door Car,341.396161
California,F,College,2464.0,40982.0,62.0,0.0,Corporate Auto,Four-Door Car,106.665934
Oregon,M,Bachelor,5555.0,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
California,M,High School or Below,3199.0,0.0,94.0,0.0,Personal Auto,Two-Door Car,1121.876091
Oregon,F,Bachelor,2776.0,0.0,79.0,0.0,Personal Auto,Four-Door Car,509.028102
Arizona,M,College,16355.0,29439.0,146.0,0.0,Personal Auto,SUV,700.8
Oregon,M,College,7329.0,0.0,108.0,0.0,Personal Auto,Sports Car,518.4
Arizona,M,Bachelor,5555.0,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
Arizona,F,College,6383.0,67881.0,79.0,0.0,Personal Auto,Two-Door Car,391.039166
Nevada,F,High School or Below,7758.0,96162.0,97.0,0.0,Corporate Auto,Four-Door Car,376.569009
California,F,College,14932.0,39049.0,63.0,0.0,Personal Auto,Two-Door Car,294.75626
Oregon,M,Doctor,8047.0,29808.0,105.0,1.0,Personal Auto,SUV,52.456587
California,F,Master,10861.0,65727.0,134.0,0.0,Corporate Auto,SUV,363.995013
Washington,F,High School or Below,2195.0,0.0,62.0,1.0,Personal Auto,Four-Door Car,446.4
California,F,High School or Below,2397.0,22283.0,65.0,0.0,Corporate Auto,Four-Door Car,572.072106
Washington,F,College,4070.0,37435.0,105.0,0.0,Personal Auto,SUV,314.441585
Oregon,M,College,5578.0,27756.0,71.0,0.0,Corporate Auto,Two-Door Car,735.733206
Arizona,M,High School or Below,8139.0,86876.0,68.0,0.0,Personal Auto,Four-Door Car,118.810361
California,M,Bachelor,7444.0,0.0,114.0,0.0,Personal Auto,Four-Door Car,863.861736
California,F,High School or Below,7295.0,34062.0,91.0,0.0,Corporate Auto,Four-Door Car,603.350571
Oregon,M,High School or Below,5325.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,496.474767
Washington,F,College,2442.0,0.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
Arizona,F,College,10307.0,78358.0,128.0,0.0,Corporate Auto,SUV,614.4
California,F,Bachelor,2461.0,12222.0,67.0,1.0,Corporate Auto,Two-Door Car,321.6
California,F,Bachelor,2521.0,41247.0,64.0,0.0,Personal Auto,Two-Door Car,307.2
California,F,College,25464.0,13663.0,97.0,0.0,Corporate Auto,Four-Door Car,465.6
Nevada,F,College,2822.0,25531.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
Nevada,M,College,5811.0,58643.0,74.0,0.0,Personal Auto,Four-Door Car,329.46648
Oregon,M,Bachelor,21850.0,48107.0,190.0,2.0,Corporate Auto,Luxury SUV,912.0
Washington,F,Bachelor,9320.0,18643.0,119.0,0.0,Corporate Auto,Four-Door Car,571.2
Nevada,F,College,22305.0,0.0,102.0,0.0,Personal Auto,Two-Door Car,401.528957
Oregon,M,Master,22118.0,58645.0,110.0,0.0,Personal Auto,SUV,427.723646
Oregon,F,Bachelor,7218.0,95058.0,177.0,0.0,Personal Auto,SUV,89.712324
Washington,F,Bachelor,6117.0,0.0,87.0,0.0,Corporate Auto,Four-Door Car,1032.609293
Oregon,F,High School or Below,4882.0,19715.0,66.0,4.0,Personal Auto,Four-Door Car,475.2
Nevada,F,Master,2674.0,68787.0,66.0,0.0,Personal Auto,Four-Door Car,105.379402
Nevada,M,Bachelor,7724.0,29056.0,66.0,0.0,Personal Auto,Two-Door Car,355.531267
Oregon,F,College,4708.0,47829.0,117.0,1.0,Personal Auto,SUV,561.6
Arizona,F,Bachelor,4447.0,13128.0,118.0,0.0,Personal Auto,Four-Door Car,771.878514
California,F,College,4823.0,58946.0,121.0,0.0,Personal Auto,SUV,486.720776
Oregon,M,College,5420.0,31614.0,71.0,0.0,Personal Auto,Four-Door Car,234.683628
California,F,Bachelor,7583.0,44667.0,65.0,0.0,Personal Auto,Four-Door Car,245.661376
Oregon,M,College,3852.0,0.0,111.0,0.0,Personal Auto,Four-Door Car,937.824847
California,M,High School or Below,7647.0,91512.0,189.0,0.0,Personal Auto,Luxury Car,907.2
Oregon,F,High School or Below,5229.0,26540.0,69.0,1.0,Personal Auto,Four-Door Car,331.2
Oregon,M,Bachelor,3614.0,0.0,103.0,0.0,Personal Auto,SUV,741.6
Nevada,M,High School or Below,2853.0,38798.0,72.0,0.0,Personal Auto,Four-Door Car,332.945455
Oregon,F,Bachelor,8543.0,0.0,117.0,0.0,Personal Auto,Sports Car,561.6
Oregon,F,Bachelor,5150.0,65629.0,64.0,0.0,Personal Auto,Four-Door Car,89.411365
Nevada,F,Master,8723.0,33291.0,73.0,1.0,Personal Auto,Four-Door Car,172.226165
California,F,College,16477.0,57264.0,84.0,1.0,Personal Auto,Four-Door Car,129.249842
California,F,Bachelor,26338.0,60970.0,110.0,0.0,Personal Auto,SUV,94.496547
Oregon,M,College,4244.0,34220.0,109.0,1.0,Corporate Auto,SUV,523.2
Arizona,M,Master,5757.0,88997.0,72.0,0.0,Personal Auto,Four-Door Car,174.041566
Arizona,M,Doctor,4826.0,18779.0,63.0,0.0,Personal Auto,Four-Door Car,215.255721
Oregon,M,College,8092.0,50825.0,102.0,0.0,Corporate Auto,SUV,369.614729
Arizona,M,High School or Below,3011.0,0.0,86.0,0.0,Personal Auto,Four-Door Car,569.130423
California,F,High School or Below,8663.0,29218.0,72.0,0.0,Personal Auto,Four-Door Car,502.369442
California,M,High School or Below,2471.0,95697.0,61.0,0.0,Special Auto,Two-Door Car,114.273025
Oregon,F,Doctor,5627.0,61486.0,70.0,0.0,Personal Auto,Two-Door Car,334.13351
Arizona,F,Bachelor,7494.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
Oregon,F,Bachelor,5452.0,17723.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
California,M,High School or Below,2592.0,72421.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
California,F,College,6721.0,36510.0,84.0,0.0,Personal Auto,Four-Door Car,286.781601
Oregon,M,Bachelor,5500.0,35396.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
Oregon,F,College,2550.0,69230.0,63.0,0.0,Special Auto,Four-Door Car,283.241868
Washington,F,Master,7771.0,28054.0,195.0,1.0,Corporate Auto,SUV,571.663256
California,F,College,4236.0,25866.0,109.0,0.0,Personal Auto,Four-Door Car,523.2
Oregon,F,Bachelor,9025.0,23675.0,117.0,0.0,Personal Auto,Four-Door Car,707.925645
California,M,Master,2615.0,0.0,71.0,0.0,Personal Auto,Two-Door Car,340.8
Nevada,F,Bachelor,2396.0,0.0,66.0,2.0,Personal Auto,Four-Door Car,433.160284
California,F,Bachelor,4784.0,0.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
Nevada,M,College,3873.0,28142.0,105.0,0.0,Personal Auto,Sports Car,701.708239
Oregon,M,College,7806.0,23706.0,68.0,1.0,Corporate Auto,Four-Door Car,326.4
Arizona,M,College,4717.0,0.0,131.0,0.0,Personal Auto,SUV,628.8
Washington,M,Bachelor,5625.0,0.0,85.0,0.0,Corporate Auto,Four-Door Car,872.203927
Nevada,F,Master,5182.0,83527.0,64.0,1.0,Personal Auto,Two-Door Car,39.127298
Arizona,M,High School or Below,6005.0,26876.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
Arizona,F,High School or Below,9837.0,55099.0,122.0,0.0,Corporate Auto,Sports Car,260.265417
Arizona,F,College,5206.0,71661.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
Oregon,M,Bachelor,36293.0,18047.0,242.0,0.0,Personal Auto,Luxury SUV,1350.379181
Washington,M,College,2837.0,90893.0,70.0,0.0,Personal Auto,Two-Door Car,70.712507
Nevada,M,College,11785.0,90016.0,102.0,4.0,Personal Auto,Four-Door Car,20.405935
California,M,Bachelor,3124.0,81285.0,81.0,2.0,Personal Auto,Four-Door Car,441.765368
Nevada,F,Bachelor,13862.0,96950.0,115.0,0.0,Personal Auto,Sports Car,633.132017
California,M,Doctor,8200.0,24814.0,69.0,0.0,Special Auto,Two-Door Car,331.2
Oregon,F,High School or Below,8456.0,0.0,90.0,3.0,Corporate Auto,Two-Door Car,648.0
Nevada,M,Bachelor,2124.0,0.0,61.0,1.0,Personal Auto,Two-Door Car,60.5975
Oregon,F,Master,9045.0,52572.0,113.0,0.0,Personal Auto,Four-Door Car,441.623031
Arizona,M,Doctor,3187.0,0.0,85.0,0.0,Corporate Auto,Two-Door Car,595.160486
California,F,High School or Below,8113.0,41701.0,68.0,0.0,Corporate Auto,Four-Door Car,64.646458
Oregon,M,College,34039.0,0.0,104.0,0.0,Personal Auto,Sports Car,499.2
Arizona,M,High School or Below,9087.0,0.0,80.0,0.0,Corporate Auto,Four-Door Car,384.0
California,M,Bachelor,12519.0,34179.0,107.0,0.0,Corporate Auto,Sports Car,770.4
Oregon,M,Bachelor,6057.0,27681.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
Arizona,M,Bachelor,4967.0,0.0,73.0,0.0,Corporate Auto,Four-Door Car,359.35328
Washington,F,Bachelor,6933.0,0.0,70.0,1.0,Personal Auto,Four-Door Car,504.0
Washington,F,High School or Below,22399.0,78494.0,69.0,0.0,Personal Auto,Two-Door Car,78.189401
Nevada,F,College,2162.0,0.0,66.0,2.0,Personal Auto,Two-Door Car,316.8
Oregon,M,Bachelor,21776.0,56044.0,182.0,0.0,Personal Auto,SUV,952.849701
Oregon,M,College,9095.0,37937.0,116.0,0.0,Personal Auto,SUV,556.8
Arizona,F,High School or Below,4228.0,77853.0,106.0,0.0,Personal Auto,SUV,165.237444
Arizona,F,College,6521.0,72608.0,82.0,3.0,Personal Auto,Four-Door Car,393.6
California,M,High School or Below,10209.0,36568.0,128.0,0.0,Personal Auto,SUV,978.621302
Arizona,M,High School or Below,7600.0,0.0,110.0,2.0,Personal Auto,SUV,796.987409
Washington,F,Bachelor,3894.0,59578.0,98.0,1.0,Corporate Auto,Four-Door Car,403.67601
Oregon,M,High School or Below,8510.0,26032.0,109.0,0.0,Personal Auto,SUV,638.098653
Oregon,M,High School or Below,2712.0,39618.0,68.0,0.0,Corporate Auto,Four-Door Car,326.4
Arizona,M,High School or Below,2258.0,0.0,65.0,0.0,Personal Auto,Four-Door Car,625.483498
California,M,College,4815.0,59438.0,124.0,0.0,Special Auto,SUV,562.667789
Washington,F,High School or Below,8007.0,0.0,112.0,0.0,Personal Auto,Sports Car,537.6
Washington,M,Bachelor,3008.0,0.0,87.0,0.0,Personal Auto,Four-Door Car,401.484738
Washington,F,Bachelor,2530.0,89451.0,63.0,0.0,Personal Auto,Four-Door Car,61.769564
Arizona,M,High School or Below,10787.0,44695.0,91.0,0.0,Personal Auto,Four-Door Car,147.954285
California,F,High School or Below,11923.0,24581.0,101.0,0.0,Personal Auto,Four-Door Car,484.8
Arizona,M,Bachelor,5186.0,0.0,73.0,1.0,Personal Auto,Four-Door Car,194.944319
Arizona,F,Bachelor,10103.0,72334.0,129.0,3.0,Corporate Auto,SUV,412.829624
Oregon,M,High School or Below,6438.0,19831.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
California,M,High School or Below,3909.0,40361.0,98.0,0.0,Personal Auto,Four-Door Car,71.169255
California,M,Bachelor,13211.0,74656.0,111.0,0.0,Personal Auto,Four-Door Car,504.365927
Oregon,M,Master,14616.0,25358.0,126.0,0.0,Personal Auto,SUV,750.58561
California,M,Bachelor,3732.0,35461.0,95.0,1.0,Corporate Auto,Four-Door Car,9.214343
California,M,Doctor,8750.0,59047.0,76.0,3.0,Personal Auto,Four-Door Car,364.8
Nevada,F,College,10662.0,62409.0,89.0,0.0,Personal Auto,Four-Door Car,392.686432
California,F,College,3861.0,93272.0,95.0,0.0,Personal Auto,Four-Door Car,281.110788
California,F,College,9807.0,0.0,135.0,0.0,Personal Auto,Sports Car,970.456654
Oregon,M,Bachelor,3252.0,20166.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
Washington,F,High School or Below,2711.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
California,M,Bachelor,2453.0,29735.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
California,M,High School or Below,11228.0,0.0,64.0,0.0,Corporate Auto,Four-Door Car,772.83851
California,F,High School or Below,23020.0,97460.0,114.0,0.0,Personal Auto,SUV,660.135987
Arizona,M,College,2458.0,57564.0,63.0,1.0,Personal Auto,Two-Door Car,302.4
Arizona,F,Bachelor,11160.0,33232.0,94.0,0.0,Special Auto,Four-Door Car,435.527845
Arizona,F,College,13118.0,11854.0,113.0,0.0,Personal Auto,Four-Door Car,807.721213
California,F,College,6120.0,23843.0,79.0,0.0,Personal Auto,Four-Door Car,344.693511
Arizona,F,College,13881.0,17961.0,181.0,0.0,Personal Auto,Sports Car,476.707749
California,F,College,4787.0,0.0,64.0,0.0,Personal Auto,Four-Door Car,360.110955
Arizona,F,College,8177.0,54695.0,103.0,0.0,Personal Auto,SUV,494.4
California,M,College,3309.0,85632.0,82.0,0.0,Personal Auto,Two-Door Car,7.2574
California,F,Bachelor,14635.0,0.0,139.0,0.0,Personal Auto,SUV,667.2
California,F,High School or Below,5120.0,0.0,76.0,4.0,Personal Auto,Four-Door Car,277.220384
Oregon,F,High School or Below,19253.0,39895.0,160.0,0.0,Personal Auto,SUV,765.591167
Washington,F,Bachelor,6646.0,95815.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
California,F,High School or Below,8742.0,37224.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
California,M,Bachelor,8467.0,0.0,122.0,0.0,Personal Auto,SUV,1100.088685
Nevada,F,College,6992.0,94652.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
Arizona,F,Bachelor,13037.0,28582.0,112.0,0.0,Personal Auto,Sports Car,537.6
Nevada,F,High School or Below,10883.0,91123.0,138.0,3.0,Corporate Auto,SUV,103.462381
Arizona,M,Bachelor,9114.0,85942.0,116.0,2.0,Personal Auto,Four-Door Car,79.340118
Nevada,F,High School or Below,30442.0,64321.0,253.0,0.0,Personal Auto,Luxury SUV,422.438297
Arizona,M,Doctor,5104.0,77025.0,64.0,2.0,Personal Auto,Two-Door Car,380.917107
Oregon,M,High School or Below,2174.0,16997.0,65.0,3.0,Personal Auto,Two-Door Car,468.0
California,M,Bachelor,9890.0,52408.0,125.0,0.0,Personal Auto,Sports Car,179.125777
California,M,Bachelor,8719.0,0.0,116.0,1.0,Personal Auto,Four-Door Car,556.8
Nevada,M,Bachelor,8516.0,37573.0,112.0,3.0,Corporate Auto,SUV,537.6
Nevada,F,High School or Below,11606.0,45893.0,97.0,0.0,Personal Auto,Two-Door Car,465.6
California,F,High School or Below,3731.0,0.0,96.0,0.0,Corporate Auto,Four-Door Car,460.8
Nevada,M,College,3303.0,29385.0,88.0,2.0,Personal Auto,Two-Door Car,422.4
California,M,College,8888.0,21509.0,81.0,1.0,Personal Auto,Two-Door Car,413.492922
Arizona,F,Bachelor,8173.0,68144.0,70.0,4.0,Personal Auto,Four-Door Car,336.0
Nevada,M,Bachelor,4923.0,31093.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
Arizona,M,High School or Below,2823.0,24350.0,73.0,3.0,Corporate Auto,Four-Door Car,350.4
Washington,M,College,7824.0,32823.0,100.0,0.0,Personal Auto,SUV,480.0
Washington,M,College,8311.0,44843.0,105.0,0.0,Personal Auto,SUV,391.419263
Oregon,F,Master,5384.0,59364.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
Oregon,M,College,3978.0,39101.0,99.0,0.0,Personal Auto,Four-Door Car,167.174678
California,M,High School or Below,6237.0,0.0,90.0,1.0,Personal Auto,Two-Door Car,432.0
Washington,F,High School or Below,6969.0,27604.0,92.0,1.0,Corporate Auto,Two-Door Car,441.6
California,F,High School or Below,5024.0,91603.0,64.0,5.0,Personal Auto,Four-Door Car,307.2
Washington,F,Master,8414.0,59828.0,104.0,0.0,Personal Auto,SUV,499.2
Nevada,M,College,2801.0,33247.0,72.0,0.0,Special Auto,Four-Door Car,284.956298
California,M,College,5010.0,45867.0,126.0,0.0,Personal Auto,Sports Car,604.8
California,F,College,4997.0,54827.0,64.0,0.0,Personal Auto,Four-Door Car,132.947215
California,F,Bachelor,2236.0,0.0,64.0,3.0,Corporate Auto,Two-Door Car,307.2
Arizona,M,Bachelor,10934.0,47170.0,139.0,0.0,Corporate Auto,Sports Car,667.2
California,F,Bachelor,3289.0,21947.0,83.0,0.0,Personal Auto,Four-Door Car,366.90936
Oregon,F,College,14014.0,39018.0,117.0,0.0,Personal Auto,SUV,561.6
Arizona,M,Master,5604.0,20252.0,71.0,0.0,Personal Auto,Four-Door Car,198.227061
Oregon,M,Bachelor,2912.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
Oregon,M,Master,5616.0,48602.0,70.0,0.0,Corporate Auto,Two-Door Car,487.884823
California,F,Bachelor,7504.0,97849.0,62.0,0.0,Special Auto,Four-Door Car,183.117146
Oregon,F,College,3746.0,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
Oregon,F,Bachelor,2959.0,69746.0,74.0,0.0,Personal Auto,Four-Door Car,225.032781
California,M,Bachelor,7725.0,96748.0,96.0,0.0,Personal Auto,Two-Door Car,460.8
Oregon,M,Bachelor,13248.0,25074.0,112.0,0.0,Personal Auto,Two-Door Car,537.6
Nevada,M,Master,2717.0,66463.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
Washington,M,High School or Below,2734.0,34865.0,69.0,0.0,Corporate Auto,Four-Door Car,255.946801
California,M,College,9199.0,37399.0,116.0,0.0,Personal Auto,Four-Door Car,392.826082
California,M,College,29049.0,21070.0,195.0,0.0,Corporate Auto,Sports Car,1404.0
Oregon,F,Bachelor,4956.0,31562.0,66.0,4.0,Personal Auto,Four-Door Car,316.8
California,F,Master,5574.0,54684.0,71.0,2.0,Personal Auto,Four-Door Car,487.070965
Oregon,M,High School or Below,9192.0,37388.0,117.0,0.0,Corporate Auto,SUV,561.6
Nevada,F,Bachelor,3878.0,84981.0,96.0,0.0,Personal Auto,Four-Door Car,4.719043
Nevada,M,Master,4419.0,24046.0,116.0,0.0,Personal Auto,Two-Door Car,556.8
